source,target,time,prob2
31,42,2009-04-21 01:02:47,0.112
31,57,2009-04-21 01:02:47,0.409
31,62,2009-04-21 01:02:47,0.032
23,30,2009-04-21 01:02:51,0.132
23,33,2009-04-21 01:02:51,
23,44,2009-04-21 01:02:51,0.093
23,45,2009-04-21 01:02:51,0
23,62,2009-04-21 01:02:51,0.264
23,77,2009-04-21 01:02:51,0.012
52,72,2009-04-21 01:02:51,0.03
52,80,2009-04-21 01:02:51,
15,48,2009-04-21 01:03:55,0.641
27,8,2009-04-21 01:04:53,0.078
27,21,2009-04-21 01:04:53,0.644
27,31,2009-04-21 01:04:53,0.359
27,42,2009-04-21 01:04:53,0.01
27,57,2009-04-21 01:04:53,0.683
1,2,2009-04-21 01:04:58,0
1,2,2009-04-21 01:04:58,0
1,24,2009-04-21 01:04:58,
1,24,2009-04-21 01:04:58,
1,61,2009-04-21 01:04:58,0.882
1,61,2009-04-21 01:04:58,0.882
58,24,2009-04-21 01:05:38,
58,33,2009-04-21 01:05:38,
58,61,2009-04-21 01:05:38,0.312
5,42,2009-04-21 01:05:46,0.368
5,43,2009-04-21 01:05:46,0.265
5,64,2009-04-21 01:05:46,
7,4,2009-04-21 01:06:02,0.448
44,11,2009-04-21 01:06:03,0.255
44,20,2009-04-21 01:06:03,0.081
44,23,2009-04-21 01:06:03,0.06
44,30,2009-04-21 01:06:03,0.145
44,33,2009-04-21 01:06:03,
44,43,2009-04-21 01:06:03,0.167
44,49,2009-04-21 01:06:03,
44,62,2009-04-21 01:06:03,0.125
44,77,2009-04-21 01:06:03,
72,9,2009-04-21 01:06:13,
72,52,2009-04-21 01:06:13,0.008
72,80,2009-04-21 01:06:13,
21,8,2009-04-21 01:06:15,0.193
21,42,2009-04-21 01:06:15,0.053
21,57,2009-04-21 01:06:15,0.685
21,59,2009-04-21 01:06:15,0.009
18,11,2009-04-21 01:06:19,0.024
18,49,2009-04-21 01:06:19,0.24
18,60,2009-04-21 01:06:19,0.724
18,67,2009-04-21 01:06:19,0.617
4,7,2009-04-21 01:07:08,0.425
69,9,2009-04-21 01:07:22,0.244
69,72,2009-04-21 01:07:22,0.439
64,5,2009-04-21 01:07:36,
64,42,2009-04-21 01:07:36,
64,44,2009-04-21 01:07:36,1
64,62,2009-04-21 01:07:36,0
75,56,2009-04-21 01:07:48,0
52,72,2009-04-21 01:08:08,0.03
52,79,2009-04-21 01:08:08,0.011
52,80,2009-04-21 01:08:08,
31,8,2009-04-21 01:08:25,0.133
31,20,2009-04-21 01:08:25,0.151
31,21,2009-04-21 01:08:25,0.355
31,24,2009-04-21 01:08:25,0.25
31,28,2009-04-21 01:08:25,0.028
31,33,2009-04-21 01:08:25,
31,42,2009-04-21 01:08:25,0.112
31,57,2009-04-21 01:08:25,0.409
31,59,2009-04-21 01:08:25,0.082
31,62,2009-04-21 01:08:25,0.032
15,48,2009-04-21 01:09:11,0.641
23,20,2009-04-21 01:10:03,0.07
23,28,2009-04-21 01:10:03,
23,33,2009-04-21 01:10:03,
23,43,2009-04-21 01:10:03,
23,44,2009-04-21 01:10:03,0.093
23,45,2009-04-21 01:10:03,0
23,77,2009-04-21 01:10:03,0.012
27,8,2009-04-21 01:10:09,0.078
27,21,2009-04-21 01:10:09,0.644
27,31,2009-04-21 01:10:09,0.359
27,57,2009-04-21 01:10:09,0.683
1,2,2009-04-21 01:10:14,0
1,2,2009-04-21 01:10:14,0
1,24,2009-04-21 01:10:14,
1,24,2009-04-21 01:10:14,
1,61,2009-04-21 01:10:14,0.882
1,61,2009-04-21 01:10:14,0.882
58,1,2009-04-21 01:10:54,0.238
58,20,2009-04-21 01:10:54,0.076
58,24,2009-04-21 01:10:54,
58,33,2009-04-21 01:10:54,
58,61,2009-04-21 01:10:54,0.312
5,42,2009-04-21 01:11:01,0.368
5,64,2009-04-21 01:11:01,
5,77,2009-04-21 01:11:01,0.091
44,11,2009-04-21 01:11:19,0.255
44,20,2009-04-21 01:11:19,0.081
44,23,2009-04-21 01:11:19,0.06
44,30,2009-04-21 01:11:19,0.145
44,33,2009-04-21 01:11:19,
44,43,2009-04-21 01:11:19,0.167
44,49,2009-04-21 01:11:19,
7,4,2009-04-21 01:11:20,0.448
72,9,2009-04-21 01:11:30,
72,35,2009-04-21 01:11:30,0.391
72,52,2009-04-21 01:11:30,0.008
72,79,2009-04-21 01:11:30,0.328
72,80,2009-04-21 01:11:30,
18,11,2009-04-21 01:11:34,0.024
18,49,2009-04-21 01:11:34,0.24
18,60,2009-04-21 01:11:34,0.724
18,67,2009-04-21 01:11:34,0.617
21,8,2009-04-21 01:11:42,0.193
21,31,2009-04-21 01:11:42,0.38
21,42,2009-04-21 01:11:42,0.053
21,57,2009-04-21 01:11:42,0.685
21,59,2009-04-21 01:11:42,0.009
21,62,2009-04-21 01:11:42,0.04
4,7,2009-04-21 01:12:21,0.425
69,9,2009-04-21 01:12:39,0.244
69,72,2009-04-21 01:12:39,0.439
64,5,2009-04-21 01:12:51,
64,42,2009-04-21 01:12:51,
64,44,2009-04-21 01:12:51,1
75,56,2009-04-21 01:13:04,0
52,72,2009-04-21 01:13:25,0.03
52,79,2009-04-21 01:13:25,0.011
52,80,2009-04-21 01:13:25,
31,8,2009-04-21 01:13:59,0.133
31,20,2009-04-21 01:13:59,0.151
31,21,2009-04-21 01:13:59,0.355
31,24,2009-04-21 01:13:59,0.25
31,42,2009-04-21 01:13:59,0.112
31,57,2009-04-21 01:13:59,0.409
31,59,2009-04-21 01:13:59,0.082
31,62,2009-04-21 01:13:59,0.032
15,48,2009-04-21 01:14:27,0.641
27,8,2009-04-21 01:15:25,0.078
27,31,2009-04-21 01:15:25,0.359
27,42,2009-04-21 01:15:25,0.01
27,57,2009-04-21 01:15:25,0.683
1,2,2009-04-21 01:15:31,0
1,2,2009-04-21 01:15:31,0
1,21,2009-04-21 01:15:31,0.257
1,21,2009-04-21 01:15:31,0.257
1,24,2009-04-21 01:15:31,
1,24,2009-04-21 01:15:31,
1,61,2009-04-21 01:15:31,0.882
1,61,2009-04-21 01:15:31,0.882
58,24,2009-04-21 01:16:10,
58,33,2009-04-21 01:16:10,
58,61,2009-04-21 01:16:10,0.312
5,42,2009-04-21 01:16:16,0.368
5,64,2009-04-21 01:16:16,
5,77,2009-04-21 01:16:16,0.091
44,20,2009-04-21 01:16:35,0.081
44,23,2009-04-21 01:16:35,0.06
44,28,2009-04-21 01:16:35,0
44,30,2009-04-21 01:16:35,0.145
44,33,2009-04-21 01:16:35,
44,43,2009-04-21 01:16:35,0.167
44,49,2009-04-21 01:16:35,
44,77,2009-04-21 01:16:35,
7,4,2009-04-21 01:16:38,0.448
72,28,2009-04-21 01:16:47,0.004
72,35,2009-04-21 01:16:47,0.391
72,52,2009-04-21 01:16:47,0.008
72,79,2009-04-21 01:16:47,0.328
18,22,2009-04-21 01:16:49,0.6
18,49,2009-04-21 01:16:49,0.24
18,60,2009-04-21 01:16:49,0.724
18,67,2009-04-21 01:16:49,0.617
21,8,2009-04-21 01:17:08,0.193
21,31,2009-04-21 01:17:08,0.38
21,33,2009-04-21 01:17:08,
21,42,2009-04-21 01:17:08,0.053
21,43,2009-04-21 01:17:08,0.582
21,57,2009-04-21 01:17:08,0.685
21,62,2009-04-21 01:17:08,0.04
4,7,2009-04-21 01:17:27,0.425
23,20,2009-04-21 01:17:39,0.07
23,33,2009-04-21 01:17:39,
23,43,2009-04-21 01:17:39,
23,44,2009-04-21 01:17:39,0.093
23,45,2009-04-21 01:17:39,0
23,77,2009-04-21 01:17:39,0.012
69,35,2009-04-21 01:17:56,0.384
69,72,2009-04-21 01:17:56,0.439
64,5,2009-04-21 01:18:06,
75,56,2009-04-21 01:18:20,0
52,59,2009-04-21 01:18:42,0.08
52,72,2009-04-21 01:18:42,0.03
52,79,2009-04-21 01:18:42,0.011
52,80,2009-04-21 01:18:42,
15,48,2009-04-21 01:19:43,0.641
31,8,2009-04-21 01:19:43,0.133
31,20,2009-04-21 01:19:43,0.151
31,21,2009-04-21 01:19:43,0.355
31,24,2009-04-21 01:19:43,0.25
31,42,2009-04-21 01:19:43,0.112
31,57,2009-04-21 01:19:43,0.409
31,59,2009-04-21 01:19:43,0.082
31,62,2009-04-21 01:19:43,0.032
27,8,2009-04-21 01:20:41,0.078
27,21,2009-04-21 01:20:41,0.644
27,31,2009-04-21 01:20:41,0.359
27,42,2009-04-21 01:20:41,0.01
27,57,2009-04-21 01:20:41,0.683
27,59,2009-04-21 01:20:41,0.053
1,2,2009-04-21 01:20:48,0
1,2,2009-04-21 01:20:48,0
1,24,2009-04-21 01:20:48,
1,24,2009-04-21 01:20:48,
1,61,2009-04-21 01:20:48,0.882
1,61,2009-04-21 01:20:48,0.882
58,21,2009-04-21 01:21:26,0.429
58,24,2009-04-21 01:21:26,
58,33,2009-04-21 01:21:26,
58,61,2009-04-21 01:21:26,0.312
5,42,2009-04-21 01:21:31,0.368
5,64,2009-04-21 01:21:31,
5,72,2009-04-21 01:21:31,0.134
5,77,2009-04-21 01:21:31,0.091
44,11,2009-04-21 01:21:51,0.255
44,20,2009-04-21 01:21:51,0.081
44,21,2009-04-21 01:21:51,0.242
44,23,2009-04-21 01:21:51,0.06
44,30,2009-04-21 01:21:51,0.145
44,33,2009-04-21 01:21:51,
44,43,2009-04-21 01:21:51,0.167
44,64,2009-04-21 01:21:51,0.5
44,77,2009-04-21 01:21:51,
7,4,2009-04-21 01:21:57,0.448
18,11,2009-04-21 01:22:04,0.024
18,22,2009-04-21 01:22:04,0.6
18,49,2009-04-21 01:22:04,0.24
18,60,2009-04-21 01:22:04,0.724
18,67,2009-04-21 01:22:04,0.617
72,9,2009-04-21 01:22:04,
72,28,2009-04-21 01:22:04,0.004
72,52,2009-04-21 01:22:04,0.008
72,79,2009-04-21 01:22:04,0.328
72,80,2009-04-21 01:22:04,
4,7,2009-04-21 01:22:35,0.425
21,33,2009-04-21 01:22:36,
21,44,2009-04-21 01:22:36,0.157
69,9,2009-04-21 01:23:13,0.244
69,28,2009-04-21 01:23:13,0.1
69,72,2009-04-21 01:23:13,0.439
64,5,2009-04-21 01:23:21,
64,42,2009-04-21 01:23:21,
75,28,2009-04-21 01:23:36,
75,35,2009-04-21 01:23:36,0.66
75,42,2009-04-21 01:23:36,0.256
75,45,2009-04-21 01:23:36,
75,67,2009-04-21 01:23:36,0.151
75,72,2009-04-21 01:23:36,0.574
75,79,2009-04-21 01:23:36,0.233
52,72,2009-04-21 01:23:59,0.03
52,79,2009-04-21 01:23:59,0.011
15,48,2009-04-21 01:24:59,0.641
23,30,2009-04-21 01:25:03,0.132
23,33,2009-04-21 01:25:03,
23,43,2009-04-21 01:25:03,
23,44,2009-04-21 01:25:03,0.093
23,45,2009-04-21 01:25:03,0
23,59,2009-04-21 01:25:03,0.417
23,77,2009-04-21 01:25:03,0.012
31,8,2009-04-21 01:25:19,0.133
31,20,2009-04-21 01:25:19,0.151
31,21,2009-04-21 01:25:19,0.355
31,42,2009-04-21 01:25:19,0.112
31,57,2009-04-21 01:25:19,0.409
31,62,2009-04-21 01:25:19,0.032
27,8,2009-04-21 01:25:57,0.078
27,24,2009-04-21 01:25:57,0.125
27,31,2009-04-21 01:25:57,0.359
27,42,2009-04-21 01:25:57,0.01
27,57,2009-04-21 01:25:57,0.683
1,2,2009-04-21 01:26:05,0
1,2,2009-04-21 01:26:05,0
1,24,2009-04-21 01:26:05,
1,24,2009-04-21 01:26:05,
1,61,2009-04-21 01:26:05,0.882
1,61,2009-04-21 01:26:05,0.882
58,24,2009-04-21 01:26:42,
58,61,2009-04-21 01:26:42,0.312
5,42,2009-04-21 01:26:46,0.368
5,64,2009-04-21 01:26:46,
5,72,2009-04-21 01:26:46,0.134
5,77,2009-04-21 01:26:46,0.091
44,11,2009-04-21 01:27:07,0.255
44,20,2009-04-21 01:27:07,0.081
44,21,2009-04-21 01:27:07,0.242
44,23,2009-04-21 01:27:07,0.06
44,30,2009-04-21 01:27:07,0.145
44,33,2009-04-21 01:27:07,
44,43,2009-04-21 01:27:07,0.167
44,77,2009-04-21 01:27:07,
7,4,2009-04-21 01:27:16,0.448
18,22,2009-04-21 01:27:19,0.6
18,49,2009-04-21 01:27:19,0.24
18,60,2009-04-21 01:27:19,0.724
18,67,2009-04-21 01:27:19,0.617
72,9,2009-04-21 01:27:21,
72,28,2009-04-21 01:27:21,0.004
72,52,2009-04-21 01:27:21,0.008
72,59,2009-04-21 01:27:21,0.11
72,75,2009-04-21 01:27:21,0.405
72,79,2009-04-21 01:27:21,0.328
72,80,2009-04-21 01:27:21,
4,7,2009-04-21 01:27:51,0.425
21,33,2009-04-21 01:28:02,
21,44,2009-04-21 01:28:02,0.157
69,9,2009-04-21 01:28:30,0.244
69,28,2009-04-21 01:28:30,0.1
69,72,2009-04-21 01:28:30,0.439
64,5,2009-04-21 01:28:36,
64,42,2009-04-21 01:28:36,
75,35,2009-04-21 01:28:52,0.66
75,67,2009-04-21 01:28:52,0.151
75,72,2009-04-21 01:28:52,0.574
52,59,2009-04-21 01:29:16,0.08
52,72,2009-04-21 01:29:16,0.03
52,79,2009-04-21 01:29:16,0.011
52,80,2009-04-21 01:29:16,
67,22,2009-04-21 01:29:51,0.528
67,49,2009-04-21 01:29:51,
67,56,2009-04-21 01:29:51,0.095
67,60,2009-04-21 01:29:51,0.442
67,65,2009-04-21 01:29:51,0.398
15,48,2009-04-21 01:30:15,0.641
31,8,2009-04-21 01:31:05,0.133
31,20,2009-04-21 01:31:05,0.151
31,30,2009-04-21 01:31:05,0.06
31,42,2009-04-21 01:31:05,0.112
31,57,2009-04-21 01:31:05,0.409
31,59,2009-04-21 01:31:05,0.082
31,62,2009-04-21 01:31:05,0.032
27,8,2009-04-21 01:31:13,0.078
27,31,2009-04-21 01:31:13,0.359
27,42,2009-04-21 01:31:13,0.01
27,62,2009-04-21 01:31:13,0.052
1,2,2009-04-21 01:31:21,0
1,2,2009-04-21 01:31:21,0
1,24,2009-04-21 01:31:21,
1,24,2009-04-21 01:31:21,
1,61,2009-04-21 01:31:21,0.882
1,61,2009-04-21 01:31:21,0.882
58,24,2009-04-21 01:31:58,
58,33,2009-04-21 01:31:58,
58,61,2009-04-21 01:31:58,0.312
5,42,2009-04-21 01:32:01,0.368
5,59,2009-04-21 01:32:01,0.27
5,64,2009-04-21 01:32:01,
5,77,2009-04-21 01:32:01,0.091
44,20,2009-04-21 01:32:23,0.081
44,21,2009-04-21 01:32:23,0.242
44,23,2009-04-21 01:32:23,0.06
44,30,2009-04-21 01:32:23,0.145
44,33,2009-04-21 01:32:23,
44,43,2009-04-21 01:32:23,0.167
44,49,2009-04-21 01:32:23,
44,77,2009-04-21 01:32:23,
7,4,2009-04-21 01:32:35,0.448
72,9,2009-04-21 01:32:38,
72,28,2009-04-21 01:32:38,0.004
72,52,2009-04-21 01:32:38,0.008
72,75,2009-04-21 01:32:38,0.405
72,79,2009-04-21 01:32:38,0.328
72,80,2009-04-21 01:32:38,
23,20,2009-04-21 01:32:49,0.07
23,30,2009-04-21 01:32:49,0.132
23,33,2009-04-21 01:32:49,
23,43,2009-04-21 01:32:49,
23,44,2009-04-21 01:32:49,0.093
23,77,2009-04-21 01:32:49,0.012
4,7,2009-04-21 01:33:07,0.425
21,33,2009-04-21 01:33:29,
21,44,2009-04-21 01:33:29,0.157
69,9,2009-04-21 01:33:47,0.244
69,72,2009-04-21 01:33:47,0.439
64,5,2009-04-21 01:33:51,
64,42,2009-04-21 01:33:51,
64,44,2009-04-21 01:33:51,1
75,28,2009-04-21 01:34:08,
75,35,2009-04-21 01:34:08,0.66
75,72,2009-04-21 01:34:08,0.574
52,28,2009-04-21 01:34:33,
52,59,2009-04-21 01:34:33,0.08
52,72,2009-04-21 01:34:33,0.03
52,79,2009-04-21 01:34:33,0.011
52,80,2009-04-21 01:34:33,
67,12,2009-04-21 01:35:07,
67,22,2009-04-21 01:35:07,0.528
67,49,2009-04-21 01:35:07,
67,56,2009-04-21 01:35:07,0.095
67,60,2009-04-21 01:35:07,0.442
67,65,2009-04-21 01:35:07,0.398
15,48,2009-04-21 01:35:31,0.641
27,8,2009-04-21 01:36:29,0.078
27,31,2009-04-21 01:36:29,0.359
27,42,2009-04-21 01:36:29,0.01
27,57,2009-04-21 01:36:29,0.683
1,2,2009-04-21 01:36:38,0
1,2,2009-04-21 01:36:38,0
1,24,2009-04-21 01:36:38,
1,24,2009-04-21 01:36:38,
1,61,2009-04-21 01:36:38,0.882
1,61,2009-04-21 01:36:38,0.882
31,8,2009-04-21 01:36:48,0.133
31,20,2009-04-21 01:36:48,0.151
31,24,2009-04-21 01:36:48,0.25
31,42,2009-04-21 01:36:48,0.112
31,57,2009-04-21 01:36:48,0.409
31,62,2009-04-21 01:36:48,0.032
58,24,2009-04-21 01:37:14,
58,33,2009-04-21 01:37:14,
58,57,2009-04-21 01:37:14,0.233
58,61,2009-04-21 01:37:14,0.312
5,42,2009-04-21 01:37:16,0.368
5,64,2009-04-21 01:37:16,
5,77,2009-04-21 01:37:16,0.091
44,20,2009-04-21 01:37:39,0.081
44,21,2009-04-21 01:37:39,0.242
44,23,2009-04-21 01:37:39,0.06
44,30,2009-04-21 01:37:39,0.145
44,33,2009-04-21 01:37:39,
44,43,2009-04-21 01:37:39,0.167
44,49,2009-04-21 01:37:39,
44,77,2009-04-21 01:37:39,
18,11,2009-04-21 01:37:52,0.024
18,22,2009-04-21 01:37:52,0.6
18,49,2009-04-21 01:37:52,0.24
18,60,2009-04-21 01:37:52,0.724
7,4,2009-04-21 01:37:54,0.448
72,28,2009-04-21 01:37:55,0.004
72,52,2009-04-21 01:37:55,0.008
72,59,2009-04-21 01:37:55,0.11
72,79,2009-04-21 01:37:55,0.328
72,80,2009-04-21 01:37:55,
4,7,2009-04-21 01:38:13,0.425
21,33,2009-04-21 01:38:54,
21,44,2009-04-21 01:38:54,0.157
69,9,2009-04-21 01:39:04,0.244
69,72,2009-04-21 01:39:04,0.439
64,5,2009-04-21 01:39:06,
75,35,2009-04-21 01:39:24,0.66
75,67,2009-04-21 01:39:24,0.151
75,72,2009-04-21 01:39:24,0.574
75,79,2009-04-21 01:39:24,0.233
52,28,2009-04-21 01:39:50,
52,59,2009-04-21 01:39:50,0.08
52,72,2009-04-21 01:39:50,0.03
52,79,2009-04-21 01:39:50,0.011
52,80,2009-04-21 01:39:50,
67,12,2009-04-21 01:40:21,
67,22,2009-04-21 01:40:21,0.528
67,49,2009-04-21 01:40:21,
67,56,2009-04-21 01:40:21,0.095
67,60,2009-04-21 01:40:21,0.442
67,65,2009-04-21 01:40:21,0.398
23,30,2009-04-21 01:40:44,0.132
23,33,2009-04-21 01:40:44,
23,44,2009-04-21 01:40:44,0.093
23,45,2009-04-21 01:40:44,0
23,77,2009-04-21 01:40:44,0.012
15,48,2009-04-21 01:40:47,0.641
27,8,2009-04-21 01:41:45,0.078
27,31,2009-04-21 01:41:45,0.359
27,42,2009-04-21 01:41:45,0.01
27,57,2009-04-21 01:41:45,0.683
1,2,2009-04-21 01:41:55,0
1,2,2009-04-21 01:41:55,0
1,24,2009-04-21 01:41:55,
1,24,2009-04-21 01:41:55,
1,61,2009-04-21 01:41:55,0.882
1,61,2009-04-21 01:41:55,0.882
31,8,2009-04-21 01:42:28,0.133
31,20,2009-04-21 01:42:28,0.151
31,24,2009-04-21 01:42:28,0.25
31,42,2009-04-21 01:42:28,0.112
31,57,2009-04-21 01:42:28,0.409
31,62,2009-04-21 01:42:28,0.032
58,24,2009-04-21 01:42:30,
58,33,2009-04-21 01:42:30,
58,61,2009-04-21 01:42:30,0.312
5,42,2009-04-21 01:42:31,0.368
5,64,2009-04-21 01:42:31,
5,77,2009-04-21 01:42:31,0.091
44,20,2009-04-21 01:42:55,0.081
44,21,2009-04-21 01:42:55,0.242
44,23,2009-04-21 01:42:55,0.06
44,30,2009-04-21 01:42:55,0.145
44,33,2009-04-21 01:42:55,
44,43,2009-04-21 01:42:55,0.167
44,49,2009-04-21 01:42:55,
44,77,2009-04-21 01:42:55,
18,11,2009-04-21 01:43:06,0.024
18,49,2009-04-21 01:43:06,0.24
18,60,2009-04-21 01:43:06,0.724
7,4,2009-04-21 01:43:12,0.448
72,28,2009-04-21 01:43:12,0.004
72,52,2009-04-21 01:43:12,0.008
72,59,2009-04-21 01:43:12,0.11
72,75,2009-04-21 01:43:12,0.405
72,79,2009-04-21 01:43:12,0.328
72,80,2009-04-21 01:43:12,
4,7,2009-04-21 01:43:29,0.425
21,33,2009-04-21 01:44:21,
21,44,2009-04-21 01:44:21,0.157
64,5,2009-04-21 01:44:21,
64,42,2009-04-21 01:44:21,
69,9,2009-04-21 01:44:21,0.244
69,72,2009-04-21 01:44:21,0.439
75,35,2009-04-21 01:44:40,0.66
52,28,2009-04-21 01:45:07,
52,59,2009-04-21 01:45:07,0.08
52,72,2009-04-21 01:45:07,0.03
52,79,2009-04-21 01:45:07,0.011
67,12,2009-04-21 01:45:36,
67,22,2009-04-21 01:45:36,0.528
67,49,2009-04-21 01:45:36,
67,60,2009-04-21 01:45:36,0.442
67,65,2009-04-21 01:45:36,0.398
15,48,2009-04-21 01:46:03,0.641
27,8,2009-04-21 01:47:01,0.078
27,42,2009-04-21 01:47:01,0.01
27,57,2009-04-21 01:47:01,0.683
27,62,2009-04-21 01:47:01,0.052
1,2,2009-04-21 01:47:12,0
1,2,2009-04-21 01:47:12,0
1,24,2009-04-21 01:47:12,
1,24,2009-04-21 01:47:12,
1,61,2009-04-21 01:47:12,0.882
1,61,2009-04-21 01:47:12,0.882
8,27,2009-04-21 01:47:31,0.077
8,31,2009-04-21 01:47:31,0.091
8,42,2009-04-21 01:47:31,0.084
8,57,2009-04-21 01:47:31,0.15
8,62,2009-04-21 01:47:31,0.023
8,64,2009-04-21 01:47:31,
5,42,2009-04-21 01:47:46,0.368
5,64,2009-04-21 01:47:46,
5,77,2009-04-21 01:47:46,0.091
58,24,2009-04-21 01:47:46,
58,33,2009-04-21 01:47:46,
58,61,2009-04-21 01:47:46,0.312
58,77,2009-04-21 01:47:46,0
44,11,2009-04-21 01:48:11,0.255
44,20,2009-04-21 01:48:11,0.081
44,21,2009-04-21 01:48:11,0.242
44,23,2009-04-21 01:48:11,0.06
44,30,2009-04-21 01:48:11,0.145
44,33,2009-04-21 01:48:11,
44,43,2009-04-21 01:48:11,0.167
44,49,2009-04-21 01:48:11,
44,77,2009-04-21 01:48:11,
31,8,2009-04-21 01:48:19,0.133
31,24,2009-04-21 01:48:19,0.25
31,42,2009-04-21 01:48:19,0.112
31,57,2009-04-21 01:48:19,0.409
31,62,2009-04-21 01:48:19,0.032
18,11,2009-04-21 01:48:22,0.024
18,22,2009-04-21 01:48:22,0.6
18,49,2009-04-21 01:48:22,0.24
18,60,2009-04-21 01:48:22,0.724
72,28,2009-04-21 01:48:29,0.004
72,59,2009-04-21 01:48:29,0.11
72,79,2009-04-21 01:48:29,0.328
7,4,2009-04-21 01:48:30,0.448
4,7,2009-04-21 01:48:37,0.425
23,33,2009-04-21 01:48:39,
23,43,2009-04-21 01:48:39,
23,45,2009-04-21 01:48:39,0
23,77,2009-04-21 01:48:39,0.012
64,5,2009-04-21 01:49:36,
64,8,2009-04-21 01:49:36,
64,42,2009-04-21 01:49:36,
69,9,2009-04-21 01:49:38,0.244
69,72,2009-04-21 01:49:38,0.439
21,23,2009-04-21 01:49:47,0.012
21,33,2009-04-21 01:49:47,
21,44,2009-04-21 01:49:47,0.157
75,28,2009-04-21 01:49:56,
75,68,2009-04-21 01:49:56,0.16
75,72,2009-04-21 01:49:56,0.574
52,28,2009-04-21 01:50:24,
52,59,2009-04-21 01:50:24,0.08
67,12,2009-04-21 01:50:51,
67,49,2009-04-21 01:50:51,
67,56,2009-04-21 01:50:51,0.095
67,60,2009-04-21 01:50:51,0.442
67,65,2009-04-21 01:50:51,0.398
67,79,2009-04-21 01:50:51,0.242
15,48,2009-04-21 01:51:19,0.641
27,8,2009-04-21 01:52:17,0.078
27,31,2009-04-21 01:52:17,0.359
27,42,2009-04-21 01:52:17,0.01
27,57,2009-04-21 01:52:17,0.683
27,62,2009-04-21 01:52:17,0.052
1,2,2009-04-21 01:52:29,0
1,2,2009-04-21 01:52:29,0
1,24,2009-04-21 01:52:29,
1,24,2009-04-21 01:52:29,
1,61,2009-04-21 01:52:29,0.882
1,61,2009-04-21 01:52:29,0.882
5,42,2009-04-21 01:53:01,0.368
5,64,2009-04-21 01:53:01,
5,77,2009-04-21 01:53:01,0.091
58,24,2009-04-21 01:53:02,
58,33,2009-04-21 01:53:02,
58,61,2009-04-21 01:53:02,0.312
44,20,2009-04-21 01:53:27,0.081
44,23,2009-04-21 01:53:27,0.06
44,30,2009-04-21 01:53:27,0.145
44,33,2009-04-21 01:53:27,
44,43,2009-04-21 01:53:27,0.167
18,11,2009-04-21 01:53:37,0.024
18,22,2009-04-21 01:53:37,0.6
18,49,2009-04-21 01:53:37,0.24
18,60,2009-04-21 01:53:37,0.724
4,7,2009-04-21 01:53:46,0.425
72,28,2009-04-21 01:53:46,0.004
72,52,2009-04-21 01:53:46,0.008
72,75,2009-04-21 01:53:46,0.405
7,4,2009-04-21 01:53:49,0.448
31,8,2009-04-21 01:54:09,0.133
31,20,2009-04-21 01:54:09,0.151
31,24,2009-04-21 01:54:09,0.25
31,30,2009-04-21 01:54:09,0.06
31,42,2009-04-21 01:54:09,0.112
31,57,2009-04-21 01:54:09,0.409
31,62,2009-04-21 01:54:09,0.032
64,5,2009-04-21 01:54:51,
64,8,2009-04-21 01:54:51,
64,42,2009-04-21 01:54:51,
64,43,2009-04-21 01:54:51,
64,44,2009-04-21 01:54:51,1
69,9,2009-04-21 01:54:55,0.244
69,72,2009-04-21 01:54:55,0.439
75,35,2009-04-21 01:55:12,0.66
21,8,2009-04-21 01:55:14,0.193
21,31,2009-04-21 01:55:14,0.38
21,42,2009-04-21 01:55:14,0.053
21,57,2009-04-21 01:55:14,0.685
21,62,2009-04-21 01:55:14,0.04
52,28,2009-04-21 01:55:41,
52,59,2009-04-21 01:55:41,0.08
52,72,2009-04-21 01:55:41,0.03
52,79,2009-04-21 01:55:41,0.011
67,12,2009-04-21 01:56:06,
67,35,2009-04-21 01:56:06,0.277
67,49,2009-04-21 01:56:06,
67,56,2009-04-21 01:56:06,0.095
67,60,2009-04-21 01:56:06,0.442
67,65,2009-04-21 01:56:06,0.398
15,48,2009-04-21 01:56:35,0.641
8,21,2009-04-21 01:56:44,0.136
8,42,2009-04-21 01:56:44,0.084
8,57,2009-04-21 01:56:44,0.15
8,62,2009-04-21 01:56:44,0.023
23,20,2009-04-21 01:56:59,0.07
23,30,2009-04-21 01:56:59,0.132
23,33,2009-04-21 01:56:59,
23,43,2009-04-21 01:56:59,
23,44,2009-04-21 01:56:59,0.093
23,45,2009-04-21 01:56:59,0
23,77,2009-04-21 01:56:59,0.012
27,8,2009-04-21 01:57:33,0.078
27,21,2009-04-21 01:57:33,0.644
27,31,2009-04-21 01:57:33,0.359
27,57,2009-04-21 01:57:33,0.683
27,62,2009-04-21 01:57:33,0.052
1,2,2009-04-21 01:57:46,0
1,2,2009-04-21 01:57:46,0
1,24,2009-04-21 01:57:46,
1,24,2009-04-21 01:57:46,
1,61,2009-04-21 01:57:46,0.882
1,61,2009-04-21 01:57:46,0.882
5,42,2009-04-21 01:58:16,0.368
5,64,2009-04-21 01:58:16,
5,75,2009-04-21 01:58:16,0.102
5,77,2009-04-21 01:58:16,0.091
5,79,2009-04-21 01:58:16,0.468
58,24,2009-04-21 01:58:18,
58,33,2009-04-21 01:58:18,
58,61,2009-04-21 01:58:18,0.312
44,23,2009-04-21 01:58:43,0.06
44,33,2009-04-21 01:58:43,
44,43,2009-04-21 01:58:43,0.167
